date_time,time_taken,c_ip,sc_status,s_action,cs_method
2005-04-30 17:16:14,95,45.114.2.130,200,TCP_MISS,GET
2005-04-30 17:16:14,96,45.114.2.130,200,TCP_MISS,GET
2005-04-30 17:16:14,95,45.114.2.130,200,TCP_MISS,GET
2005-04-30 17:16:14,94,45.114.2.130,200,TCP_MISS,GET
2005-04-30 17:16:14,94,45.114.2.130,200,TCP_MISS,GET
2005-05-05 20:34:34,209,45.108.2.47,200,TCP_NC_MISS,GET
